GeneSymbol,T.8Nve #1,T.8Nve#2
CCT6P3,50,34
CCT6P4,0,0
CCT7,1179,1430
CCT7P1,0,0
CCT7P2,0,2
CCT8,1152,1454
CCT8L1P,1,0
CCT8L2,2,0
CCT8P1,5,35
CCZ1,13,12
CCZ1B,5,22
CD101,73,172
CD109,0,3
CD14,0,0
CD151,21,9
CD160,40,15
CD163,1,7
CD163L1,0,0
CD164,1067,1193
CD164L2,0,1
CD177,1,3
CD177P1,0,2
CD180,0,0
CD19,4,1
CD1A,0,1
CD1B,0,0
CD1C,0,0
CD1D,0,0
CD1E,0,1
CD2,904,1072
CD200,0,7
CD200R1,133,204
CD200R1L,4,2
CD200R1L-AS1,0,0
CD207,1,1
CD209,5,0
CD22,3,0
CD226,97,116
CD24,0,0
CD244,125,144
CD247,382,603
CD248,139,284
CD24P1,0,0
CD24P2,0,0
CD24P4,0,0
CD27,668,930
CD27-AS1,19,27
CD274,30,11
CD276,1,2
CD28,365,245
CD2AP,26,71
CD2BP2,321,410
CD2BP2-DT,3,0
CD300A,74,57
CD300C,1,0
CD300E,0,0
CD300H,0,0
CD300LB,0,0
CD300LD,1,0
CD300LF,2,0
CD300LG,2,1
CD302,18,13
CD320,241,323
CD33,0,0
CD34,2,0
CD36,0,0
CD37,1313,1985
CD38,109,116
CD3D,2844,2986
CD3E,1155,1916
CD3EAP,17,1
CD3G,3021,3207
CD4,1,17
CD40,25,13
CD40LG,3,0
CD44,3417,3854
CD44-AS1,3,10
CD46,687,778
CD46P1,0,0
CD47,1209,1710
CD48,2089,2789
CD5,847,1266
CD52,2146,2084
CD53,1690,2266
CD55,1231,1935
CD58,23,39
CD59,140,88
CD5L,0,0
CD6,485,770
CD63,108,110
CD68,0,0
CD69,162,455
CD7,216,290
CD70,0,0
CD72,36,14
CD74,1239,1110
CD79A,57,134
CD79B,121,82
CD80,1,2
CD81,41,29
CD81-AS1,4,0
CD82,77,39
CD83,1,10
CD83P1,0,0
CD84,415,634
CD86,0,1
CD8A,5140,5849
CD8B,2652,3355
CD8B2,40,88
CD9,56,84
CD93,0,1
CD96,1728,2008
CD99,0,0
CD99L2,55,118
CD99P1,1,0
CDA,0,0
CDADC1,92,43
CDAN1,30,103
CDC123,273,305
CDC14A,260,212
CDC14B,11,4
CDC14C,0,4
CDC16,142,153
CDC20,2,1
CDC20B,1,0
CDC20P1,0,0
CDC23,251,212
CDC25A,2,3
CDC25B,714,809
CDC25C,5,1
CDC26,50,91
CDC27,176,153
CDC27P1,0,0
CDC27P2,0,0
CDC27P3,1,0
CDC34,0,14
CDC37,965,1196
CDC37L1,133,196
CDC37L1-DT,8,20
CDC37P1,0,0
CDC37P2,0,2
CDC40,174,175
CDC42,909,859
CDC42-AS1,7,10
CDC42-IT1,0,4
CDC42BPA,4,3
CDC42BPB,0,16
CDC42BPG,26,24
CDC42EP1,0,0
CDC42EP2,0,0
CDC42EP3,160,258
CDC42EP3P1,0,0
CDC42EP4,0,8
CDC42EP5,0,0
CDC42P1,1,0
CDC42P2,0,0
CDC42P3,0,3
CDC42P4,0,0
CDC42P5,3,0
CDC42P6,1,2
CDC42SE1,1176,1589
CDC42SE2,2564,4347
CDC45,9,5
CDC5L,115,177
CDC6,4,0
CDC7,21,54
CDC73,128,122
CDCA2,1,0
CDCA3,31,6
CDCA4,112,101
CDCA4P1,5,4
CDCA4P2,0,0
CDCA4P3,1,0
CDCA4P4,7,3
CDCA5,1,0
CDCA7,0,17
CDCA7L,86,130
CDCA8,9,2
CDCP1,0,0
CDCP2,0,0
CDH1,4,3
CDH10,4,2
CDH11,0,0
CDH12,0,1
CDH12P1,0,0
CDH12P2,0,0
CDH12P3,0,0
CDH12P4,0,0
CDH13,0,1
CDH15,3,0
CDH16,6,1
CDH17,0,0
CDH18,0,2
CDH18-AS1,0,0
CDH19,0,0
CDH2,0,0
CDH20,0,2
CDH22,0,0
CDH23,295,232
CDH23-AS1,0,0
CDH24,2,7
CDH26,13,0
CDH3,0,4
CDH4,6,6
CDH5,7,0
CDH6,1,3
CDH7,1,0
CDH8,0,6
CDH9,0,0
CDHR1,2,2
CDHR2,3,3
CDHR3,22,10
CDHR4,2,4
CDHR5,0,5
CDIP1,88,178
CDIPT,48,47
CDIPTOSP,0,0
CDK1,2,1
CDK10,430,677
CDK11A,38,62
CDK11B,58,64
CDK12,177,184
CDK13,253,286
CDK14,0,2
CDK15,0,1
CDK16,65,73
CDK17,99,126
CDK18,13,32
CDK19,15,46
CDK2,50,115
CDK20,84,64
CDK2AP1,13,22
CDK2AP2,313,279
CDK2AP2P1,0,0
CDK2AP2P2,0,0
CDK2AP2P3,0,0
CDK3,1,2
CDK4,189,261
CDK4P1,0,0
CDK5,21,60
CDK5P1,0,0
CDK5R1,15,20
CDK5R2,0,0
CDK5RAP1,295,500
CDK5RAP2,185,192
CDK5RAP3,300,356
CDK6,167,291
CDK6-AS1,0,0
CDK7,45,103
CDK7P1,0,0
CDK8,14,27
CDK8P2,0,0
CDK9,64,72
CDKAL1,171,207
CDKL1,16,79
CDKL2,1,6
CDKL3,6,13
CDKL4,0,0
CDKL5,19,34
CDKN1A,0,6
CDKN1B,219,218
CDKN1C,1,0
CDKN2A,0,1
CDKN2A-DT,0,0
CDKN2AIP,255,310
CDKN2AIPNL,46,124
CDKN2AIPNLP1,0,0
CDKN2AIPNLP2,0,0
CDKN2AIPNLP3,0,0
CDKN2B,0,0
CDKN2B-AS1,4,1
CDKN2C,9,7
CDKN2D,56,88
CDKN3,5,5
CDNF,9,18
CDO1,0,0
CDON,1,7
CDPF1,86,160
CDR2,98,120
CDR2L,0,0
CDRT1,1,5
CDRT15,0,2
CDRT15L2,0,2
CDRT15P1,8,3
CDRT15P2,0,0
CDRT4,2,2
CDRT7,0,0
CDRT8,0,0
CDS1,1,0
CDS2,616,909
CDSN,0,0
CDT1,4,5
CDV3,364,417
CDV3P1,2,0
CDX1,0,1
CDX2,0,0
CDX4,0,0
CDY1,0,0
CDY10P,0,0
CDY11P,0,0
CDY12P,0,0
CDY13P,0,0
CDY14P,0,0
CDY15P,0,0
CDY17P,0,0
CDY18P,0,0
CDY19P,0,0
CDY1B,0,0
CDY20P,0,0
CDY22P,0,0
CDY23P,0,0
CDY2A,0,0
CDY2B,0,0
CDY3P,0,0
CDY4P,19,0
CDY5P,0,0
CDY6P,0,0
CDY7P,0,0
CDY8P,0,0
CDY9P,0,0
CDYL,12,26
CDYL-AS1,0,0
CDYL2,9,21
CDYLP1,0,0
CEACAM1,4,58
CEACAM16,0,2
CEACAM18,0,0
CEACAM19,1,3
CEACAM20,0,0
CEACAM21,120,93
CEACAM22P,1,0
CEACAM3,1,1
CEACAM4,0,0
CEACAM5,0,0
CEACAM6,0,1
CEACAM7,0,0
CEACAM8,0,0
CEACAMP1,1,0
CEACAMP10,1,0
CEACAMP11,0,3
CEACAMP2,0,0
CEACAMP3,9,28
CEACAMP4,0,0
CEACAMP5,0,0
CEACAMP6,0,0
CEACAMP7,0,0
CEACAMP8,0,0
CEACAMP9,0,0
CEBPA,1,0
CEBPA-DT,2,0
CEBPB,7,2
CEBPB-AS1,0,2
CEBPD,0,0
CEBPE,9,7
CEBPG,60,70
CEBPZ,211,294
CEBPZOS,89,162
CECR2,3,2
CECR3,0,0
CECR7,16,18
CECR9,0,0
CEL,4,0
CELA1,12,12
CELA2A,0,0
CELA2B,1,0
CELA3A,0,0
CELA3B,0,0
CELF1,566,760
CELF2,1347,1633
CELF2-AS1,55,105
CELF2-AS2,0,3
CELF2-DT,2,0
CELF3,0,0
CELF4,0,1
CELF5,0,0
CELF6,0,0
CELP,1,2
CELSR1,26,11
CELSR2,15,15
CELSR3,77,75
CEMIP,39,32
CEMIP2,175,274
CEMP1,0,0
CEND1,0,1
CEND1P1,0,0
CENPA,1,1
CENPB,16,17
CENPBD1,72,28
CENPBD1P1,85,65
CENPC,261,260
CENPCP1,3,5
CENPE,2,4
CENPF,7,8
CENPH,2,33
CENPI,5,4
CENPIP1,0,0
CENPJ,22,34
CENPK,33,136
CENPL,61,92
CENPM,6,0
CENPN,4,0
CENPNP1,0,0
CENPNP2,2,0
CENPO,22,16
CENPP,48,29
CENPQ,14,16
CENPS,3,5
CENPS-CORT,0,0
CENPT,375,518
CENPU,4,16
CENPUP1,0,0
CENPUP2,13,2
CENPV,31,58
CENPVL1,0,0
CENPVL2,0,0
CENPVL3,0,0
CENPW,6,16
CENPX,130,201
CEP104,52,32
CEP112,0,4
CEP120,24,80
CEP126,26,55
CEP128,27,27
CEP131,7,39
CEP135,86,72
CEP152,47,32
CEP162,53,44
CEP164,110,117
CEP164P1,1,10
CEP170,61,83
CEP170B,1,1
CEP170P1,4,1
CEP19,28,30
CEP192,118,121
CEP250,251,353
CEP250-AS1,16,22
CEP290,91,57
CEP295,20,100
CEP295NL,0,1
CEP350,170,281
CEP41,334,376
CEP44,28,41
CEP55,0,0
CEP57,437,384
CEP57L1,38,19
CEP57L1P1,0,0
CEP63,170,143
CEP68,363,490
CEP70,68,98
CEP72,33,74
CEP76,17,27
CEP78,57,135
CEP83,128,118
CEP83-DT,0,0
CEP85,80,86
CEP85L,343,293
CEP89,92,103
CEP95,283,322
CEP97,68,57
CEPT1,282,279
CER1,0,0
CERCAM,4,4
CERK,121,185
CERKL,5,4
CERNA1,34,40
CERNA2,0,0
CERNA3,0,0
CEROX1,57,105
CERS1,0,0
CERS2,195,252
CERS3,4,13
CERS3-AS1,3,0
CERS4,48,75
CERS5,382,436
CERS6,18,36
CERS6-AS1,1,0
CERT1,152,183
CES1,0,0
CES1P1,0,0
CES1P2,0,0
CES2,264,215
CES3,1,1
CES4A,49,17
CES5A,1,0
CES5AP1,0,1
CETN1,0,0
CETN2,25,33
CETN3,58,46
CETN4P,3,5
CETP,15,35
CFAP100,8,9
CFAP126,4,8
CFAP157,7,7
CFAP161,0,0
CFAP20,146,173
CFAP206,0,0
CFAP221,0,0
CFAP298,77,91
CFAP298-TCP10L,40,71
CFAP299,2,2
CFAP300,2,1
CFAP36,104,130
CFAP410,50,142
CFAP43,2,0
CFAP44,30,47
CFAP44-AS1,6,0
CFAP45,2,2
CFAP46,0,1
CFAP47,1,0
CFAP52,0,0
CFAP53,0,3
CFAP54,4,5
CFAP57,0,3
CFAP58,1,0
CFAP58-DT,0,0
CFAP61,0,2
CFAP61-AS1,0,0
CFAP65,2,2
CFAP69,3,1
CFAP70,26,19
CFAP73,1,0
CFAP74,1,3
CFAP77,1,2
CFAP97,48,140
CFAP97D1,0,0
CFAP97D2,109,44
CFAP97P1,0,0
CFAP99,0,6
CFB,26,6
CFC1,0,1
CFC1B,0,0
CFD,6,9
CFDP1,113,147
CFH,0,4
CFHR1,0,0
CFHR2,0,0
CFHR3,0,0
CFHR4,0,0
CFHR5,6,1
CFI,0,0
CFL1,2589,3068
CFL1P1,16,29
CFL1P2,2,0
CFL1P3,0,0
CFL1P4,0,0
CFL1P5,0,0
CFL1P6,0,0
CFL1P7,0,0
CFL1P8,0,1
CFL2,62,73
CFLAR,539,525
CFLAR-AS1,35,23
CFP,31,23
CFTR,3,1
CFTR-AS1,0,0
CFTRP1,0,0
CFTRP2,0,0
CFTRP3,0,0
CGA,1,0
CGAS,11,2
CGB1,0,0
CGB2,0,0
CGB3,0,0
CGB5,3,0
CGB7,4,0
CGB8,0,0
CGGBP1,244,320
CGN,16,7
CGNL1,2,1
CGREF1,1,0
CGRRF1,130,119
CH25H,0,0
CHAC1,0,1
CHAC2,11,19
CHAD,0,0
CHADL,1,2
CHAF1A,6,4
CHAF1B,28,15
CHAMP1,23,30
CHAT,0,1
CHCHD1,37,52
CHCHD10,2,6
CHCHD2,703,670
CHCHD2P1,0,0
CHCHD2P11,0,0
CHCHD2P2,0,2
CHCHD2P3,0,0
CHCHD2P4,0,0
CHCHD2P5,12,1
CHCHD2P6,0,4
CHCHD2P7,0,0
CHCHD2P8,0,0
CHCHD2P9,0,1
CHCHD3,133,187
CHCHD3P1,0,0
CHCHD3P2,0,0
CHCHD3P3,4,0
CHCHD4,21,21
CHCHD4P2,0,0
CHCHD4P3,0,0
CHCHD4P4,0,0
CHCHD4P5,0,0
CHCHD5,85,84
CHCHD6,51,47
CHCHD7,323,545
CHD1,242,315
CHD1L,12,33
CHD2,799,720
CHD3,750,727
CHD4,102,107
CHD5,3,1
CHD6,224,274
CHD7,172,237
CHD8,116,230
CHD9,256,203
CHDH,0,1
CHEK1,21,9
CHEK2,38,48
CHEK2P1,0,0
CHEK2P2,2,1
CHEK2P3,0,0
CHEK2P4,0,0
CHEK2P5,0,0
CHERP,126,94
CHFR,321,368
CHGA,11,3
CHGB,0,0
CHI3L1,1,0
CHI3L2,148,188
CHIA,0,0
CHIAP1,0,0
CHIAP2,0,0
CHIAP3,0,0
CHIC1,49,36
CHIC2,93,99
CHID1,207,163
CHIT1,1,3
CHKA,17,46
CHKB,28,39
CHKB-CPT1B,3,0
CHKB-DT,27,33
CHL1,5,2
CHL1-AS1,0,0
CHL1-AS2,0,0
CHM,52,123
CHML,44,14
CHMP1A,238,360
CHMP1AP1,0,0
CHMP1B,144,154
CHMP1B-AS1,0,0
CHMP1B2P,0,0
CHMP2A,190,234
CHMP2B,153,148
CHMP3,253,308
CHMP4A,24,38
CHMP4B,13,2
CHMP4BP1,0,0
CHMP4C,0,0
CHMP5,116,148
CHMP6,122,166
CHMP7,1170,1678
CHN1,9,15
CHN2,3,1
CHN2-AS1,0,0
CHODL,3,12
CHODL-AS1,0,0
CHORDC1,268,200
CHORDC1P1,1,2
CHORDC1P3,0,0
CHORDC1P4,6,5
CHORDC1P5,0,0
CHORDC2P,0,2
CHP1,330,411
CHP2,0,0
CHPF,7,7
CHPF2,75,89
CHPT1,20,11
CHRAC1,52,120
CHRD,4,7
CHRDL1,0,0
CHRDL2,3,0
CHRFAM7A,1,0
CHRM1,0,1
CHRM2,2,0
CHRM3,0,16
CHRM3-AS1,0,0
CHRM3-AS2,506,626
CHRM4,0,0
CHRM5,1,1
CHRNA1,0,0
CHRNA10,13,1
CHRNA2,2,2
CHRNA3,0,0
CHRNA4,0,0
CHRNA5,0,0
CHRNA6,0,0
CHRNA7,3,3
CHRNA9,1,0
CHRNB1,67,100
CHRNB2,10,16
CHRNB3,2,2
CHRNB4,0,7
CHRND,3,2
CHRNE,3,3
CHRNG,34,62
CHROMR,64,96
CHST1,0,1
CHST10,23,16
CHST11,16,49
CHST12,92,159
CHST13,0,1
CHST14,7,5
CHST15,2,0
CHST2,15,4
CHST3,1,0
CHST4,0,2
CHST5,0,0
CHST6,0,2
CHST7,1,2
CHST8,2,7
CHST9,0,1
CHSY1,24,56
CHSY3,0,0
CHTF18,21,41
CHTF8,17,31
CHTF8P1,0,0
CHTOP,605,628
CHUK,22,29
CHURC1,555,364
CHURC1-FNTB,0,0
CIAO1,619,1032
CIAO2A,169,154
CIAO2B,187,270
CIAO3,154,198
CIAPIN1,348,470
CIAPIN1P,0,1
CIART,4,11
CIB1,512,692
CIB2,1,0
CIB3,0,2
CIB4,0,0
CIC,72,78
CICP1,0,0
CICP10,0,0
CICP11,0,0
CICP12,0,0
CICP13,0,0
CICP14,120,157
CICP16,0,0
CICP17,0,1
CICP18,0,0
CICP19,0,0
CICP2,0,0
CICP20,1,1
CICP22,0,0
CICP23,0,0
CICP24,0,0
CICP26,0,2
CICP27,0,3
CICP3,0,0
CICP4,0,0
CICP5,0,0
CICP6,0,0
CICP7,0,0
CICP8,0,2
CICP9,0,2
CIDEA,0,6
CIDEB,1,1
CIDEC,2,0
CIDECP1,25,50
CIITA,3,5
CILK1,58,106
CILP,22,3
CILP2,0,2
CINP,132,157
CIP2A,48,15
CIPC,72,81
CIR1,129,169
CIR1P1,0,0
CIR1P2,0,0
CIR1P3,0,0
CIRBP,1367,1727
CIRBP-AS1,1,1
CISD1,45,77
CISD1P1,0,2
CISD2,75,96
CISD3,46,52
CISH,989,1015
CISTR,2,1
CIT,3,2
CITED1,0,0
CITED2,9,38
CITED4,0,1
CIZ1,127,124
CKAP2,31,62
CKAP2L,1,0
CKAP2LP1,0,0
CKAP2P1,0,1
CKAP4,36,29
CKAP5,94,160
CKB,0,0
CKBP1,0,0
CKLF,16,19
CKLF-CMTM1,0,0
CKM,2,1
CKMT1A,1,0
CKMT1B,0,0
CKMT2,37,26
CKMT2-AS1,76,127
CKS1B,28,35
CKS1BP1,0,0
CKS1BP2,1,0
CKS1BP3,0,1
CKS1BP5,0,0
CKS1BP6,0,0
CKS1BP7,0,0
CKS2,2,11
CLASP1,206,215
CLASP2,102,141
CLASRP,59,58
CLBA1,3,4
CLC,0,1
CLCA1,2,0
CLCA2,0,0
CLCA3P,1,1
CLCA4,0,2
CLCA4-AS1,3,1
CLCC1,142,155
CLCF1,5,7
CLCN1,5,0
CLCN2,0,10
CLCN3,141,157
CLCN3P1,6,0
CLCN4,0,0
CLCN5,7,6
CLCN6,114,111
CLCN7,12,41
CLCNKA,1,1
CLCNKB,2,0
CLCP1,0,0
CLCP2,0,2
CLDN1,0,0
CLDN10,0,5
CLDN10-AS1,0,0
CLDN11,0,0
CLDN12,3,11
CLDN14,0,0
CLDN15,69,91
CLDN16,0,0
CLDN17,0,0
CLDN18,0,0
CLDN19,0,1
CLDN2,0,0
CLDN20,4,7
CLDN22,0,0
CLDN23,0,0
CLDN24,0,0
CLDN25,0,0
CLDN3,0,0
CLDN34,0,0
CLDN4,2,0
CLDN5,0,2
CLDN6,3,0
CLDN7,16,33
CLDN8,0,2
CLDN9,0,0
CLDND1,287,244
CLDND2,1,1
CLEC10A,0,0
CLEC11A,56,59
CLEC12A,0,0
CLEC12A-AS1,0,0
CLEC12B,0,0
CLEC14A,0,0
CLEC16A,313,428
CLEC17A,1,1
CLEC18A,3,2
CLEC18B,3,2
CLEC18C,1,0
CLEC19A,0,2
CLEC1A,0,0
CLEC1B,0,0
CLEC20A,0,0
CLEC2A,0,0
CLEC2B,199,211
CLEC2D,1670,1643
CLEC2L,2,0
CLEC3A,0,0
CLEC3B,0,2
CLEC4A,0,0
CLEC4C,0,1
CLEC4D,0,5
CLEC4E,0,0
CLEC4F,0,4
CLEC4G,0,0
CLEC4GP1,0,1
CLEC4M,1,0
CLEC4O,0,0
CLEC5A,0,0
CLEC6A,0,0
CLEC7A,0,1
CLEC9A,0,5
CLECL1,9,14
CLGN,3,0
CLHC1,12,73
CLIC1,284,441
CLIC1P1,1,0
CLIC2,0,0
CLIC3,36,106
CLIC4,1,2
CLIC4P1,0,0
CLIC4P2,0,0
CLIC4P3,0,0
CLIC5,16,18
CLIC6,0,0
CLINT1,347,622
CLIP1,115,125
CLIP1-AS1,0,3
CLIP2,3,10
CLIP3,5,2
CLIP4,134,134
CLK1,1088,1267
CLK2,94,106
CLK2P1,0,0
CLK3,794,830
CLK3P2,0,0
CLK4,304,449
CLLU1,0,11
CLLU1-AS1,0,0
CLMAT3,1,5
CLMN,5,7
CLMP,7,7
CLN3,52,94
CLN5,138,186
CLN6,4,20
CLN8,64,121
CLNK,0,2
CLNS1A,641,874
CLNS1AP1,0,1
CLOCK,144,94
CLP1,58,127
CLPB,74,105
CLPP,308,427
CLPS,0,0
CLPSL1,0,0
CLPSL2,0,1
CLPTM1,54,94
CLPTM1L,61,63
CLPTM1LP1,0,0
CLPX,167,202
CLRN1,0,0
CLRN1-AS1,0,0
CLRN2,0,0
CLRN3,0,0
CLSPN,0,4
CLSTN1,178,236
CLSTN2,0,0
CLSTN2-AS1,3,0
CLSTN3,46,102
CLTA,135,235
CLTB,25,27
CLTC,224,294
CLTCL1,6,6
CLTRN,0,0
CLU,21,13
CLUAP1,198,240
CLUH,14,38
CLUHP1,0,0
CLUHP10,0,0
CLUHP11,0,0
CLUHP2,0,0
CLUHP3,468,827
CLUHP4,2,0
CLUHP5,1,2
CLUHP6,0,0
CLUHP8,0,1
CLUL1,0,0
CLVS1,0,0
CLVS2,8,11
CLYBL,25,64
CLYBL-AS1,0,2
CLYBL-AS2,1,4
CMA1,0,0
CMAHP,127,120
CMAS,96,54
CMBL,3,3
CMC1,87,86
CMC2,74,100
CMC4,1,3
CMIP,54,40
CMKLR1,3,0
CMPK1,139,171
CMPK2,18,26
CMSS1,103,115
CMTM1,2,1
CMTM2,0,0
CMTM3,100,152
CMTM4,12,10
CMTM5,0,2
CMTM6,307,314
CMTM7,132,302
CMTM8,10,14
CMTR1,152,196
CMTR2,144,155
CMYA5,2,9
CNBD1,1,3
CNBD2,1,2
CNBP,3419,3483
CNDP1,1,0
CNDP2,522,718
CNEP1R1,109,66
CNFN,0,0
CNGA1,0,1
CNGA2,0,0
CNGA3,0,0
CNGA4,0,0
CNGB1,0,1
CNGB3,1,0
CNIH1,249,318
CNIH2,1,2
CNIH3,6,14
CNIH3-AS1,0,0
CNIH3-AS2,0,1
CNIH4,262,218
CNKSR1,29,31
CNKSR2,116,121
CNKSR3,11,3
CNMD,1,0
CNN1,0,0
CNN2,2778,4073
CNN2P1,0,2
CNN2P10,0,0
CNN2P11,0,0
CNN2P12,0,0
CNN2P2,0,0
CNN2P3,0,0
CNN2P4,0,0
CNN2P6,0,0
CNN2P7,0,0
CNN2P8,0,0
CNN2P9,0,1
CNN3,97,79
CNN3P1,0,0
CNNM1,1,2
CNNM2,51,56
CNNM3,86,69
CNNM3-DT,2,0
CNNM4,31,53
CNOT1,898,987
CNOT10,240,238
CNOT10-AS1,0,0
CNOT11,32,76
CNOT2,781,758
CNOT3,24,56
CNOT4,190,210
CNOT4P1,0,0
CNOT6,104,99
CNOT6L,259,414
CNOT6LP1,0,0
CNOT7,674,898
CNOT7P1,0,1
CNOT7P2,0,0
CNOT8,486,595
CNOT9,602,854
CNP,287,364
CNPPD1,232,179
CNPY1,0,0
CNPY2,59,76
CNPY3,571,603
CNPY4,172,99
CNR1,0,0
CNR2,7,1
CNRIP1,13,2
CNST,318,417
CNTD1,25,8
CNTD2,0,0
CNTF,0,0
CNTFR,2,0
CNTFR-AS1,0,0
CNTLN,1,1
CNTN1,0,2
CNTN2,3,6
CNTN3,1,0
CNTN4,1,0
CNTN4-AS1,0,1
CNTN4-AS2,0,0
CNTN5,1,6
CNTN6,5,3
CNTNAP1,21,18
CNTNAP2,2,13
CNTNAP2-AS1,0,0
CNTNAP3,0,0
CNTNAP3B,4,0
CNTNAP3C,0,0
CNTNAP3P1,0,0
CNTNAP3P2,0,0
CNTNAP3P5,0,0
CNTNAP4,0,0
CNTNAP5,0,3
CNTRL,601,657
CNTROB,66,88
COA1,525,517
COA3,117,105
COA4,253,235
COA5,192,141
COA6,60,82
COA6-AS1,19,25
COA7,51,48
COA8,74,36
COASY,311,348
COBL,0,0
COBLL1,4,0
COCH,3,7
COG1,458,414
COG2,254,304
COG3,182,253
COG4,377,406
COG5,225,362
COG6,87,119
COG7,98,159
COG8,124,89
COIL,83,115
COL10A1,75,68
COL11A1,1,1
COL11A2,20,21
COL11A2P1,0,0
COL12A1,1,2
COL13A1,2,1
COL14A1,3,2
COL15A1,1,2
COL16A1,4,1
COL17A1,13,9
COL18A1,6,20
COL18A1-AS1,0,0
COL18A1-AS2,0,1
COL19A1,0,0
COL1A1,2,3
COL1A2,0,0
COL20A1,1,2
COL21A1,0,3
COL22A1,1,0
COL23A1,3,4
COL24A1,0,2
COL25A1,2,2
COL25A1-DT,0,3
COL26A1,0,0
COL27A1,0,1
COL28A1,0,4
COL2A1,0,4
COL3A1,0,0
COL4A1,5,0
COL4A2,0,7
COL4A2-AS1,0,0
COL4A2-AS2,0,0
COL4A3,10,4
COL4A4,11,4
COL4A5,0,0
COL4A6,0,1
COL5A1,3,8
COL5A1-AS1,0,0
COL5A2,3,2
COL5A3,0,0
COL6A1,30,16
COL6A2,68,51
COL6A3,35,41
COL6A4P1,0,0
COL6A4P2,7,9
COL6A5,2,0
COL6A6,10,8
COL7A1,5,4
COL8A1,0,0
COL8A2,2,0
COL9A1,0,1
COL9A2,15,0
COL9A3,0,3
COLCA1,2,0
COLCA2,0,0
COLEC10,0,0
COLEC11,0,0
COLEC12,0,0
COLGALT1,464,401
COLGALT2,0,0
COLQ,12,21
COMETT,0,1
COMMD1,98,100
COMMD10,128,166
COMMD2,116,184
COMMD3,100,91
COMMD3-BMI1,1,0
COMMD4,72,102
COMMD4P1,0,0
COMMD4P2,0,0
COMMD5,103,112
COMMD6,545,583
COMMD7,107,128
COMMD8,92,93
COMMD9,144,206
COMP,0,1
COMT,178,213
COMTD1,10,26
COP1,63,60
COP1P1,0,0
COPA,842,754
COPB1,566,598
COPB2,331,470
COPDA1,0,1
COPE,417,470
COPG1,347,400
COPG2,15,55
COPRS,2,1
COPRSP1,0,0
COPS2,171,195
COPS3,300,340
COPS4,234,309
COPS5,325,411
COPS5P1,0,0
COPS6,539,601
COPS7A,350,369
COPS7B,252,323
COPS8,245,271
COPS8P2,0,1
COPS8P3,0,0
COPS9,91,141
COPZ1,450,535
COPZ2,2,0
COQ10A,29,42
COQ10B,218,156
COQ10BP2,4,0
COQ2,11,25
COQ3,54,41
COQ4,236,278
COQ5,161,191
COQ6,64,122
COQ7,22,84
COQ8A,417,445
COQ8B,63,148
COQ9,235,264
CORIN,0,0
CORO1A,7203,8880
CORO1B,38,91
CORO1C,34,23
CORO2A,77,147
CORO2B,0,0
CORO6,3,10
CORO7,207,298
CORO7-PAM16,0,0
CORT,0,1
COTL1,319,828
COTL1P1,0,0
COTL1P2,0,0
COX10,162,199
COX10-AS1,150,157
COX11,166,236
COX11P1,2,1
COX14,212,313
COX15,118,169
COX16,50,36
COX17,65,53
COX17P1,1,0
COX18,70,79
COX19,233,270
COX20,31,32
COX20P1,2,0
COX20P2,0,0
COX4I1,2905,3448
COX4I1P1,2,0
COX4I1P2,0,0
COX4I2,0,0
COX5A,376,388
COX5AP2,0,0
COX5B,536,634
COX5BP1,0,0
COX5BP2,0,0
COX5BP3,6,13
COX5BP6,5,2
COX5BP7,0,0
COX5BP8,0,0
COX6A1,167,192
COX6A1P2,1,0
COX6A1P3,0,0
COX6A2,0,0
COX6B1,496,498
COX6B1P1,0,0
COX6B1P2,0,0
COX6B1P3,2,0
COX6B1P4,0,0
COX6B1P5,0,0
COX6B1P6,3,0
COX6B1P7,0,0
COX6B2,0,3
COX6C,529,619
COX6CP1,1,0
COX6CP10,3,0
COX6CP11,0,0
COX6CP12,0,0
COX6CP13,0,0
COX6CP14,4,1
COX6CP15,0,0
COX6CP16,0,0
COX6CP17,2,0
COX6CP18,0,0
COX6CP2,0,0
COX6CP3,0,0
COX6CP4,0,0
COX6CP5,1,0
COX6CP6,0,0
COX6CP7,0,0
COX6CP8,0,0
COX7A1,0,0
COX7A2,391,538
COX7A2L,548,695
COX7A2P1,0,0
COX7A2P2,0,0
COX7B,389,346
COX7B2,0,0
COX7BP2,19,23
COX7C,1266,1647
COX7CP1,1,1
COX8A,302,406
COX8C,0,0
CP,16,49
CPA1,0,3
CPA2,0,0
CPA3,0,0
CPA4,0,0
CPA5,11,99
CPA6,0,2
CPAMD8,18,25
CPB1,0,0
CPB2,1,0
CPB2-AS1,24,19
CPD,40,58
CPDP1,0,0
CPE,0,0
CPEB1,12,16
CPEB1-AS1,2,4
CPEB2,1,10
CPEB2-DT,2,0
CPEB3,10,22
CPEB4,28,83
CPED1,3,2
CPHL1P,1,0
CPHXL,0,0
CPLANE1,67,99
CPLANE2,7,7
CPLX1,3,0
CPLX2,9,1
CPLX3,0,0
CPLX4,1,0
CPM,4,0
CPN1,0,0
CPN2,0,3
CPNE1,1246,1623
CPNE2,86,97
CPNE3,247,313
CPNE4,2,1
CPNE5,0,0
CPNE6,0,0
CPNE7,5,0
CPNE8,33,6
CPNE8-AS1,1,0
CPNE9,0,2
CPO,0,0
CPOX,15,15
